Epoch 1, Loss: 0.4453428387641907
Epoch 2, Loss: 0.21379287540912628
Epoch 3, Loss: 0.1487942934036255
Epoch 4, Loss: 0.24820591509342194
Epoch 5, Loss: 0.3423551619052887
Epoch 6, Loss: 0.2961360216140747
Epoch 7, Loss: 0.22173424065113068
Epoch 8, Loss: 0.23487357795238495
Epoch 9, Loss: 0.16829517483711243
Epoch 10, Loss: 0.10689527541399002
Accuracy: 97.93%
